frequency_Hz,scalar1_dB,scalar2_dB,scalar3_dB,dut4_dB,dut5_dB,dut6_dB
1160000000.0,-37.98559827901465,-27.3935031746559,-32.584551904002986,-30.814028023863642,-36.455822528577826,-31.611499166508157
1165000000.0,-37.977520925848125,-27.373785383432903,-32.5788636051351,-30.798041154367183,-36.42964067211946,-31.6005846867128
1170000000.0,-38.0105373974019,-27.383341494458563,-32.59106201890986,-30.828870279682313,-36.49175056052578,-31.620034942918707
1175000000.0,-37.97741353510288,-27.386078558005003,-32.58631686909233,-30.823267094072882,-36.473540565172506,-31.61418140290617
1180000000.0,-38.03242637289665,-27.390467999327768,-32.61749532740677,-30.846210751639408,-36.50221390420294,-31.640863832163923
1185000000.0,-38.021938048037434,-27.386322146581257,-32.6095686751408,-30.849612112257976,-36.52301500555985,-31.636795972332585
1190000000.0,-38.02660766188278,-27.373829949287185,-32.61238828195375,-30.84343288085781,-36.50986969583222,-31.63494096788629
1195000000.0,-38.00256352691089,-27.36348681953632,-32.60455719926694,-30.833968332634534,-36.49015189031328,-31.625501262088953
1200000000.0,-38.010292473068056,-27.333072686363824,-32.60798547920871,-30.804612486532385,-36.42966735435764,-31.61423863143949
1205000000.0,-38.010545799511405,-27.343812170177387,-32.61730164002217,-30.82002750964683,-36.450520935667974,-31.62518445839218
1210000000.0,-38.021931587172155,-27.342490264802883,-32.6390535189004,-30.821828075169183,-36.42465152263742,-31.637254060770275
1215000000.0,-38.04564218914401,-27.33638693012299,-32.64396654523351,-30.83729368945717,-36.46128640518021,-31.645664606075616
1220000000.0,-37.97647063951226,-27.338558988007378,-32.632617001434866,-30.81799638589505,-36.40682539449144,-31.6298784450117
1225000000.0,-38.02361696597496,-27.3076003526125,-32.64883483948154,-30.800925781009205,-36.372154831782076,-31.631277159802558
1230000000.0,-37.995831449446214,-27.302056058617914,-32.64103784493804,-30.797882957501756,-36.36708838367418,-31.62420485651132
1235000000.0,-38.02074404436207,-27.310041618748926,-32.66378532868159,-30.818452328294036,-36.385128427534156,-31.64493303249301
1240000000.0,-38.05676180616265,-27.262840322787586,-32.653475729036565,-30.801830623267243,-36.38323149171598,-31.631193982695166
1245000000.0,-38.02257803527456,-27.29940168718187,-32.68153020221999,-30.81510664305622,-36.35118673792092,-31.651819561593626
1250000000.0,-38.01855401240333,-27.29339795650681,-32.68318368466272,-30.822339562593832,-36.36218249467907,-31.6543447760222
1255000000.0,-38.01133439542705,-27.2704406836882,-32.68100143137965,-30.80240739988089,-36.32336208380697,-31.643600999457952
1260000000.0,-38.00904263141987,-27.236088582658752,-32.665783305434374,-30.78627189878782,-36.31186844573658,-31.626892201602356
1265000000.0,-38.026150697947415,-27.25760891741567,-32.69769267297324,-30.811109635095765,-36.32219117412757,-31.654604259312606
1270000000.0,-38.002063309716654,-27.243509116679803,-32.68428281661202,-30.80101023558543,-36.312523397857916,-31.64161523725996
1275000000.0,-38.02452472452589,-27.223202173798462,-32.70082340873677,-30.794634796919627,-36.28609750119802,-31.646893027820266
1280000000.0,-37.96675936542357,-27.210258876570272,-32.678186905811096,-30.77590758078623,-36.25507578441813,-31.624759815016887
1285000000.0,-37.91706513004613,-27.204659449840992,-32.67593910946777,-30.754550988782242,-36.194723460928714,-31.612978616867377
1290000000.0,-37.89741566311219,-27.195668662821156,-32.69117135328141,-30.7320891953756,-36.11757928763659,-31.611079980459902
1295000000.0,-37.86255712611492,-27.206083295202298,-32.6987102112001,-30.7372383948667,-36.098847946068204,-31.61600714676073
1300000000.0,-37.8531868424428,-27.182445788712254,-32.696601404913025,-30.71269156009096,-36.0540187726837,-31.603375722834514
1305000000.0,-37.83811564665632,-27.17641762235371,-32.70219622653899,-30.709403902770262,-36.03022477713959,-31.603874085258123
1310000000.0,-37.815363854907396,-27.161939510809894,-32.70397094378792,-30.694055630377264,-35.98663975838585,-31.596941924620438
1315000000.0,-37.83807459202735,-27.14436474378171,-32.71582015505765,-30.69149688279305,-35.978656424364075,-31.601356127790385
1320000000.0,-37.851657360648645,-27.143612552559304,-32.73503291604017,-30.697887429974877,-35.96925522253598,-31.614021512530222
1325000000.0,-37.812968042823606,-27.135213077809254,-32.74857408577545,-30.67142571880791,-35.8809536178401,-31.609004106691163
1330000000.0,-37.79455074554186,-27.10166787036924,-32.728505740294935,-30.65540635757039,-35.86801102386592,-31.58925799825832
1335000000.0,-37.824170449310806,-27.09790809021733,-32.7622602983912,-30.661070122734152,-35.843960168131844,-31.609695830845233
1340000000.0,-37.77135252310205,-27.089629459517827,-32.765416537721215,-30.641087455380834,-35.77593473297035,-31.60103786177251
1345000000.0,-37.73987179419534,-27.07855657078643,-32.75964852962126,-30.629767672863622,-35.74654797731839,-31.591642585340253
1350000000.0,-37.76260667874728,-27.070005440228417,-32.78315439784736,-30.637410714077085,-35.738267495481054,-31.606751596762752
1355000000.0,-37.71980997126449,-27.066628859580412,-32.794221704555866,-30.61577516707226,-35.664594566112704,-31.602342787273734
1360000000.0,-37.70350528065706,-27.047866667511144,-32.79834659560242,-30.606316232416305,-35.62944650074368,-31.59895492720444
1365000000.0,-37.69279407501229,-27.036595981998165,-32.80075695190615,-30.6059181559073,-35.6169879648913,-31.59874126847828
1370000000.0,-37.69323133238923,-27.01718110077699,-32.80267498030205,-30.598714851940304,-35.59951840782275,-31.595607394637074
1375000000.0,-37.665972783829744,-27.009076207482437,-32.815077563427245,-30.586516827754902,-35.54891856136128,-31.595588035493417
1380000000.0,-37.63557080334169,-26.986102716656074,-32.811334170814746,-30.565413817570956,-35.50069982279552,-31.582780065655022
1385000000.0,-37.630258536843215,-26.966726522839494,-32.824194122249,-30.55800142979807,-35.46602321175863,-31.58495827655726
1390000000.0,-37.57006864525738,-26.961867754165304,-32.8377413499449,-30.531214995482753,-35.374450654435236,-31.57905647846591
1395000000.0,-37.57440724123086,-26.9618809380528,-32.86260490389011,-30.536467577853756,-35.353974173326975,-31.59392828739547
1400000000.0,-37.5024144026296,-26.933961788615136,-32.84998576869159,-30.496174209667387,-35.26500971518258,-31.56736765527997
1405000000.0,-37.49557775408264,-26.934178806775243,-32.885990086266204,-30.495298453001844,-35.21470072153117,-31.585380256030362
1410000000.0,-37.48936292227964,-26.91698126291147,-32.89690674183673,-30.484625942439227,-35.18110156272222,-31.585380144514406
1415000000.0,-37.45705722239877,-26.901655399051428,-32.89621582866006,-30.46797683089546,-35.13893757363541,-31.576227860939756
1420000000.0,-37.44272767798045,-26.88887205532445,-32.91932665813383,-30.459739433458335,-35.0843721999079,-31.583930863962276
1425000000.0,-37.390169645687195,-26.883809964562015,-32.93452618489817,-30.441972283552285,-35.0130517253845,-31.58246204560961
1430000000.0,-37.38467282515235,-26.874451897013536,-32.94797437390723,-30.444572096603085,-34.9949916584078,-31.589574327005934
1435000000.0,-37.396038790624196,-26.841247372160247,-32.956014698431396,-30.434199681651556,-34.97559818385513,-31.58762902590469
1440000000.0,-37.34669792379856,-26.82591665386392,-32.96980438749444,-30.409945213849117,-34.893729776318395,-31.58276571921003
1445000000.0,-37.36424400196006,-26.813356061972296,-32.99057911567025,-30.41820751723447,-34.88943287598036,-31.596392185193455
1450000000.0,-37.354602098828764,-26.809632812633986,-33.01746659351798,-30.416641923447493,-34.853420691112,-31.608861885738587
1455000000.0,-37.287927281399355,-26.811147491996525,-33.03714421479688,-30.402180384226053,-34.77547493733256,-31.611004039108966
1460000000.0,-37.27512319859362,-26.78467839543889,-33.03670631028904,-30.390449749171076,-34.747715089647016,-31.604091330752805
1465000000.0,-37.29369602393754,-26.776719090940645,-33.076127119471494,-30.401827652935726,-34.728579654390444,-31.628992094118765
1470000000.0,-37.234193131522915,-26.757605631046104,-33.07732002251844,-30.372207066160676,-34.6547405829901,-31.614529461497952
1475000000.0,-37.22591459019242,-26.743712155125646,-33.11307592802639,-30.37041145453303,-34.60523592031691,-31.63128269268607
1480000000.0,-37.174776040182934,-26.738354691659147,-33.12945645840322,-30.353794445612703,-34.53776243380784,-31.63106028515675
1485000000.0,-37.19145327461184,-26.743587573204746,-33.17163171762198,-30.376084319666738,-34.5341754657422,-31.662229112402866
1490000000.0,-37.10745068748547,-26.740933153284487,-33.17999141328664,-30.34883381941547,-34.44636856966457,-31.652521754381937
1495000000.0,-37.06882372284578,-26.722888722733735,-33.205842071182545,-30.327509175769386,-34.37042955530466,-31.654986284574775
1500000000.0,-37.05786522192178,-26.697292168624536,-33.217544610961,-30.324249808123117,-34.34301503605412,-31.657832233984536
